Resraurant_id,meals,rest_adress,rest_coord,rub_max,rub_min
id_2882,"['Drinks', 'Lunch', 'Dinner']","104 Windmill Road, Brentford, Ealing TW8 9NA England","['51.4905078', '-0.3098012']",no_info,no_info
id_3169,no_info,"Landstrasser Hauptstrasse 71, Vienna 1030 Austria","['48.2012309', '16.3934623']",no_info,no_info
id_1272,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1205,"['Breakfast', 'Lunch', 'Dinner']","1 Trion Ierarchon, Athens 118 51 Greece","['37.9756598', '23.7141119']",877.0,263.0
id_6862,"['Lunch', 'Dinner']","Carrera San Jeronimo 5 Casa de Soria en Madrid, 28014 Madrid Spain","['40.41674605', '-3.70147175']",24.0,4.0
id_8747,no_info,"Calle Archiduque Alberto 21, 28050 Madrid Spain","['40.4939432', '-3.6555933']",no_info,no_info
id_1553,no_info,"Via Mantova 10, 20135 Milan Italy","['45.448043', '9.2066852']",11527.0,2863.0
id_2051,no_info,Hamburg Germany,"['53.558572', '9.9278215']",no_info,no_info
id_899,"['Lunch', 'Dinner']","Naschmarkt 74-75, Vienna 1060 Austria","['48.1986065', '16.3636077']",no_info,no_info
id_5304,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","205 boulevard Vincent Auriol 75013, 75013 Paris France","['48.8310249', '2.3577341']",2632.0,877.0
id_722,"['Lunch', 'Dinner', 'Late Night']","Haparandadam 50, 1013 AK Amsterdam The Netherlands","['52.3975883', '4.8830048']",2983.0,526.0
id_2039,"['Breakfast', 'Lunch', 'Dinner']","Route de Lennik 808 Entrée principale de l'Hôpital Erasme, Anderlecht, Brussels 1070 Belgium","['50.813446', '4.265892']",no_info,no_info
id_3342,no_info,"Schiffamtsgasse 3, Vienna 1020 Austria","['48.2186531', '16.3730227']",no_info,no_info
id_13606,no_info,"55 rue Molitor, 75016 Paris France","['48.8451723', '2.2578457']",no_info,no_info
id_3890,no_info,"4 rue Saint Gilles, 75003 Paris France","['48.8577948', '2.367214']",3070.0,2193.0
id_2602,"['Lunch', 'Dinner']","11 cours Vitton, 69006 Lyon France","['45.7694549', '4.8512052']",no_info,no_info
id_1377,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_3690,no_info,"Valencia, 196 Valencia, 196, 08011, Barcelona, Cataluña, 08011 Barcelona Spain","['41.3883296', '2.1579749']",2193.0,1228.0
id_3890,"['Dinner', 'Lunch', 'Brunch']","Sabino Arana 38, 09028 Barcelona Spain","['41.3861759', '2.1248717']",no_info,no_info
id_9578,"['Lunch', 'Dinner']","52 Church Street Lisson Grove, London NW8 8EP England","['51.5236993', '-0.1701478']",no_info,no_info
id_6533,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2535,no_info,"Rua Braamcamp 17, Lisbon Portugal","['38.7218399', '-9.1519648']",no_info,no_info
id_1471,no_info,"23 Kensington Church Street, London W8 4LF England","['51.5031994', '-0.1918523']",2660.0,1023.0
id_970,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_5820,"['Lunch', 'Dinner', 'Late Night']","1 rue Greffulhe, 75008 Paris France","['48.8724959', '2.3247858']",no_info,no_info
id_1883,"['Lunch', 'Dinner', 'Late Night']","Calle Lope de Rueda 4 Barrio de Salamanca, 28009 Madrid Spain","['40.4236325', '-3.6774469']",no_info,no_info
id_944,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2158,no_info,"Steendiek 6, 21129 Hamburg Germany","['53.5332058', '9.8776655']",no_info,no_info
id_7902,no_info,"Calle de Fernandez de los Rios 92, 28015 Madrid Spain","['40.435486', '-3.7152368']",no_info,no_info
id_2751,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4668,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_529,"['Dinner', 'Lunch']","Kanalstr. 14, 80538 Munich, Bavaria Germany","['48.1359562', '11.5842698']",no_info,no_info
id_1949,['Dinner'],"Rua do Norte 91, Lisbon 1200-284 Portugal","['38.7122944', '-9.1438131']",no_info,no_info
id_1130,no_info,"Rua Mario Cesariny 7A, Lisbon 1600-313 Portugal","['38.7467006', '-9.1526893']",702.0,526.0
id_3477,"['Lunch', 'Dinner']","Via di Pietralata 150, 00158 Rome Italy","['41.9256078', '12.5402087']",3070.0,1404.0
id_2254,"['Dinner', 'Lunch']","Bilderdijkstraat 193, 1053 KS Amsterdam The Netherlands","['52.3666216', '4.8729069']",no_info,no_info
id_1373,no_info,"Via della Casetta Mattei 170 Incrocio con Via di Poggio Verde, 00148 Rome Italy","['41.8568745', '12.42016285']",351.0,263.0
id_2881,no_info,"Rue de la Madeleinestraat 53, Brussels 1000 Belgium","['50.85497505', '4.37538995']",no_info,no_info
id_9590,['Drinks'],"6 Finch Lane, London EC3V 3NA England","['51.5137338', '-0.0857987']",614.0,512.0
id_7879,"['Lunch', 'Dinner']","266 Hither Green Lane, London SE13 6TT England","['51.4475722', '-7.213E-4']",no_info,no_info
id_6245,"['Breakfast', 'Lunch', 'Brunch', 'Dinner']","158 Tollington Park, London N4 3AD England","['51.5679685', '-0.1114834']",no_info,no_info
id_1215,no_info,"Kinkerstraat 230 H, 1053 EN Amsterdam The Netherlands","['52.3657', '4.865959']",1754.0,702.0
id_2080,"['Late Night', 'Drinks']","Via Monasterace 26, 00118 Rome Italy","['41.8118775', '12.6167839']",8772.0,877.0
id_2265,no_info,"Kinkerstraat 350, 1053 GG Amsterdam The Netherlands","['52.364752', '4.8618937']",7018.0,439.0
id_8463,['Late Night'],"76 Avenue des Gobelins, 75013 Paris France","['48.8321681', '2.3546913']",no_info,no_info
id_1372,"['Lunch', 'Dinner']","Calle Gravina 6 Chueca, 28004 Madrid Spain","['40.4231198', '-3.6980541']",no_info,no_info
id_10088,no_info,"42 rue Louis Blanc, 75010 Paris France","['48.881808', '2.364222']",no_info,no_info
id_8234,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_611,"['Lunch', 'Dinner', 'Drinks']","8 rue du Faubourg Poissonniere, 75010 Paris France","['48.8713495', '2.3484105']",4386.0,1579.0
id_895,no_info,"22 Canning Street, Edinburgh EH3 8EG Scotland","['55.9473329', '-3.2114363']",614.0,205.0
id_324,no_info,"3 Kanigos, Athens 106 77 Greece","['37.9847289', '23.7304228']",1316.0,439.0
id_151,"['Dinner', 'Late Night']","Georgenstr. 2 S-Bahnboegen 177-180, 10117 Berlin Germany","['52.5206756', '13.3942123']",no_info,no_info
id_888,"['Lunch', 'Brunch', 'Drinks', 'Breakfast']","Avenida Icaria 178, 08018 Barcelona Spain","['41.3922209', '2.1986008']",1316.0,877.0
id_1454,['Dinner'],"Trojicka 8, Prague 120 00 Czech Republic","['50.0705834', '14.4156628']",no_info,no_info
id_1058,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_573,"['Lunch', 'Dinner', 'Drinks']","Calle de Juan de Mena 12, 28014 Madrid Spain","['40.4171789', '-3.6898797']",no_info,no_info
id_4039,no_info,"Calle Sanchez Pacheco 25 Local 2, 28002 Madrid Spain","['40.46693815', '-3.5897247']",no_info,no_info
id_2539,no_info,"12-16 Blenheim Grove, London SE15 4QL England","['51.4696763', '-0.0692753']",1023.0,818.0
id_8362,no_info,"3-5 Islington High Street, London N1 9LQ England","['51.5321683', '-0.1065326']",1432.0,307.0
id_656,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","Friedrich-Ebert-Damm 28, 22049 Hamburg Germany","['53.5839', '10.07659']",no_info,no_info
id_1297,"['Breakfast', 'Brunch', 'Lunch', 'Dinner']","Husitska 677/15, Prague 130 00 Czech Republic","['50.086908', '14.4463835']",no_info,no_info
id_5646,no_info,"Calle Alcala 62, 28009 Madrid Spain","['40.421687', '-3.6820959']",3509.0,1754.0
id_1483,no_info,"Rua do Ouro, Porto Portugal","['41.1481018', '-8.6434202']",no_info,no_info
id_3788,"['Breakfast', 'Lunch', 'Brunch']","189 rue de l Universite, 75007 Paris France","['48.8607497', '2.3006157']",no_info,no_info
id_402,"['Lunch', 'Dinner']","Rua Jose Duro 27, Lisbon 1700-259 Portugal","['38.7550571', '-9.141287']",no_info,no_info
id_1270,"['Lunch', 'Dinner']","37 Ifestou Monastiraki, Athens 105 55 Greece","['37.9762554', '23.7235606']",no_info,no_info
id_1368,"['Lunch', 'Dinner']","Via Policarpo Petrocchi 34, 20127 Milan Italy","['45.5025734', '9.2247052']",no_info,no_info
id_448,"['Lunch', 'Dinner']","Schillerstr. 16, 80336 Munich, Bavaria Germany","['48.1379261', '11.5608587']",no_info,no_info
id_2295,"['Breakfast', 'Lunch', 'Dinner']","Rez-de Chaussee Woluwe Shopping, Brussels 1200 Belgium","['50.8456756', '4.4374402']",877.0,439.0
id_1841,"['Lunch', 'Dinner']","Schellingstr. 21, 80799 Munich, Bavaria Germany","['48.1499305', '11.5768086']",no_info,no_info
id_5836,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","7-9 Ramsden Road, London SW12 8QX England","['51.4449078', '-0.1525025']",no_info,no_info
id_358,"['Lunch', 'Dinner', 'Late Night']","Sendlinger Str. 14, 80331 Munich, Bavaria Germany","['48.1357916', '11.5706352']",no_info,no_info
id_592,"['Breakfast', 'Lunch', 'Dinner']","Pribinova 8, Bratislava 821 09 Slovakia","['48.1401709', '17.1194375']",no_info,no_info
id_734,"['Lunch', 'Dinner', 'Late Night']","31 rue Berger 10 rue des Prouvaires, 75001 Paris France","['48.8616164', '2.3443637']",no_info,no_info
id_4168,"['Breakfast', 'Lunch', 'Dinner']","Piazza del Duomo 7° Piano, La Rinascente, 20121 Milan Italy","['45.4649211', '9.1919077']",no_info,no_info
id_2785,"['Lunch', 'Brunch']","Viale Certosa, 20100 Milan Italy","['45.4958889', '9.139015']",no_info,no_info
id_8515,no_info,"1 rue Dulac, 75015 Paris France","['48.8435812', '2.3154914']",no_info,no_info
id_8399,no_info,"Calle Doctor Fleming 58 Semi Esquina a Calle Felix Boix, 28036 Madrid Spain","['40.4636525', '-3.6873826']",no_info,no_info
id_1746,['Lunch Lunch '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_3417,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_846,"['Lunch', 'Dinner', 'Drinks']","5A Newlands Cross Shopping Centre Clondalkin, Dublin 22, Dublin Ireland","['53.3141365', '-6.3920006']",no_info,no_info
id_3568,no_info,"Rua Cais das Naus 12 Próximo a rotunda do Campos de Justiça, Lisbon 1990-304 Portugal","['38.7751474', '-9.0929418']",no_info,no_info
id_1635,"['Lunch', 'Dinner']","Schellerdamm 16, 21079 Hamburg Germany","['53.4651129', '9.9860513']",no_info,no_info
id_2195,"['Dinner', 'Lunch']","Taborstrasse 47, Vienna 1020 Austria","['48.2206511', '16.3814259']",no_info,no_info
id_610,"['Lunch', 'Dinner']","Na valech 283/16 Praha 6, Prague 160 00 Czech Republic","['50.0966148', '14.4057255']",no_info,no_info
id_745,no_info,"rue de Berne 34 Angle Rue Monthoux, Geneva 1201 Switzerland","['46.2109801', '6.146731']",no_info,no_info
id_2968,no_info,"Maurer Hauptplatz 5, Vienna 1230 Austria","['48.1505732', '16.2681494']",no_info,no_info
id_1132,['Breakfast'],"Maillingerstr. 6, 80636 Munich, Bavaria Germany","['48.1492406', '11.5458494']",no_info,no_info
id_977,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1367,"['Lunch', 'Dinner', 'Late Night']","Via del Vaccaro 1, Rome Italy","['41.8985255', '12.4828558']",no_info,no_info
id_193,"['Lunch', 'Dinner', 'Brunch']","132 Goetgatan, Stockholm 118 62 Sweden","['59.3081016', '18.0740144']",no_info,no_info
id_780,"['Dinner', 'Lunch']","12 Aristidou Ikonomou Kato Patisia, Athens 104 45 Greece","['37.9963819', '23.7279894']",1491.0,614.0
id_985,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","Rua da Vista Alegre, Porto 4575-063 Portugal","['41.0829112', '-8.2494729']",7342.0,441.0
id_919,no_info,"Calle Caracas 10, 28010 Madrid Spain","['40.4304715', '-3.6943979']",1322.0,881.0
id_6158,"['Lunch', 'Dinner']","18 rue de la Michodiere, 75002 Paris France","['48.8703901', '2.3349211']",no_info,no_info
id_1549,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_382,"['Late Night', 'Drinks']","Soukenicka 34 Nové Město, Prague 11000 Czech Republic","['50.0912805', '14.4310317']",67.0,7.0
id_4105,['Lunch'],"St Katharine's Dock, Cloister Walk, London E1 9LD England","['51.50701765', '-0.07259355']",no_info,no_info
id_153,no_info,"189 Portobello Road, London W11 2ED England","['51.5154144', '-0.204901']",1330.0,818.0
id_10879,no_info,"81 avenue Parmentier, 75011 Paris France","['48.8649554', '2.3745815']",no_info,no_info
id_2966,"['Breakfast', 'Dinner', 'Lunch']","Calle Cartagena 22, 28028 Madrid Spain","['40.4325691', '-3.670286']",no_info,no_info
id_1858,no_info,"Ainmillerstrasse 10, 80801 Munich, Bavaria Germany","['48.1587948', '11.5831814']",no_info,no_info
id_7261,"['Lunch', 'Dinner']","1 Clapham Common South Side, London SW4 7AA England","['51.4618554', '-0.1376085']",no_info,no_info
id_3904,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1727,"['Breakfast', 'Lunch', 'Dinner']","25 rue Vernet, 75008 Paris France","['48.8718347', '2.2978426']",11013.0,4112.0
id_878,no_info,"Naprstkova 214/7 Praha 1, Stare Mesto, Prague 110 00 Czech Republic","['50.0844818', '14.41578']",553.0,335.0
id_1892,no_info,"5 rue Leopold Robert, 75014 Paris France","['48.8409124', '2.3310189']",3948.0,1667.0
id_941,['Dinner'],"76 Colinton Mains Drive, Edinburgh EH13 9BJ Scotland","['55.9094896', '-3.2333133']",no_info,no_info
id_3408,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","125 rue Saint Antoine, 75004 Paris France","['48.8550986', '2.3601959']",no_info,no_info
id_2327,"['Lunch', 'Dinner']","Carrer Creu Coberta 64, 08014 Barcelona Spain","['41.3753829', '2.1451588']",no_info,no_info
id_3708,"['Dinner', 'Late Night', 'Drinks', 'Lunch']","Pannierstrasse 55, 12047 Berlin Germany","['52.4872521', '13.4310043']",no_info,no_info
id_1090,"['Dinner', 'Lunch', 'Drinks']","Ranertstr. 1, 81249 Munich, Bavaria Germany","['48.178575', '11.4069139']",no_info,no_info
id_3713,no_info,"Calle Monasterio de Silos 11, 28049 Madrid Spain","['40.503985', '-3.7103929']",2193.0,1053.0
id_1023,no_info,"10 Fitzmaurice Road, Dublin Ireland","['53.3823627', '-6.277158']",no_info,no_info
id_5575,"['Lunch', 'Dinner']","115 Hornsey Road, London N7 6DN England","['51.5575458', '-0.1129035']",no_info,no_info
id_1847,no_info,"Kylemore Rd, Inchicore, Dublin 12 Ireland","['53.3304908', '-6.3458191']",no_info,no_info
id_2260,no_info,"Cernovicka 36a, Prague Czech Republic","['50.0305173', '14.303787']",no_info,no_info
id_264,"['Lunch', 'Dinner']","Abel Cathrines Gade 21, Copenhagen 1654 Denmark","['55.671605', '12.5594136']",no_info,no_info
id_3840,"['Lunch', 'Dinner', 'Drinks']","14 rue Eugene Varlin Angle rue eugene varlin et Pierre dupont, 75010 Paris France","['48.87874', '2.364209']",2369.0,877.0
id_215,no_info,"Calcada de Santo Andre 17, Lisbon 1100-495 Portugal","['38.7148984', '-9.1315467']",1754.0,1316.0
id_526,no_info,"Bonnyrigg, Edinburgh EH19 3JB Scotland","['55.85953495', '-3.08354245']",5013.0,4297.0
id_902,no_info,"Pilsudskiego 9 Square In the Grand Theatre, Warsaw 00-780 Poland","['52.2435324', '21.0106636']",no_info,no_info
id_9987,"['Dinner', 'Lunch']","1 Chatterton Road Finsbury Park, N4 2EA, London N4 2EA England","['51.5610806', '-0.0994793']",no_info,no_info
id_681,"['Dinner', 'Lunch']","ul. Wronia 45, Warsaw 00-870 Poland","['52.234738', '20.985009']",no_info,no_info
id_1764,"['Dinner', 'Late Night', 'Drinks']","Via Salasco 21, 20136 Milan Italy","['45.450433', '9.1950066']",no_info,no_info
id_2356,no_info,"Viale Tibaldi 17, 20136 Milan Italy","['45.4437516', '9.1798606']",2193.0,877.0
id_7618,no_info,"114 boulevard Davout, 75020 Paris France","['48.8589943', '2.4099767']",no_info,no_info
id_8539,no_info,"Calle Fernan Gonzalez 37, 28009 Madrid Spain","['40.4210267', '-3.6741406']",2281.0,2105.0
id_1031,"['Lunch', 'Dinner']","Lazurowa 8A, Warsaw Poland","['52.223955', '20.8986858']",no_info,no_info
id_1106,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4321,"['Lunch', 'Dinner', 'Late Night']","Via Paolo di Dono 23, 00142 Rome Italy","['41.8302125', '12.4933399']",no_info,no_info
id_2272,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_217,no_info,"Regent Street 1C Portland Place The Langham Hotel, London W1B 1JA England","['51.5175079', '-0.14366465']",6139.0,1228.0
id_959,"['Lunch', 'Dinner']","Avenida 24 de Julho 49, Lisbon 1200-479 Portugal","['38.7067345', '-9.1459449']",no_info,no_info
id_6501,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","94 Golders Green Road, London NW11 8HB England","['51.5734142', '-0.1995867']",no_info,no_info
id_555,no_info,"Calle Padre Damian 42, 28036 Madrid Spain","['40.4591221', '-3.6853236']",3070.0,2193.0
id_1440,"['Dinner', 'Drinks']","Turesensgade 2B, Copenhagen Denmark","['55.6813533', '12.5642285']",1180.0,590.0
id_13298,no_info,"15 rue des Jeuneurs, 75002 Paris France","['48.8690784', '2.3459839']",1316.0,439.0
id_1107,"['Breakfast', 'Lunch', 'Dinner']","Rua Sampaio Bruno 10, Porto 4000-439 Portugal","['41.1467824', '-8.6105895']",1316.0,877.0
id_644,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_11308,"['Breakfast', 'Lunch', 'Brunch']","1 South End Road Hampstead Heath, London NW3 2PT England","['51.5541112', '-0.1657402']",no_info,no_info
id_406,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","Rua da Atalaia 77 Bairro Alto, Lisbon 1200-038 Portugal","['38.71245', '-9.1450475']",no_info,no_info
id_2486,no_info,"Rennweg 22, Vienna 1030 Austria","['48.1945054', '16.3858508']",no_info,no_info
id_1005,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1815,['Breakfast'],"Avenida Almirante Reis 88, Lisbon 1150-021 Portugal","['38.7293851', '-9.1344707']",no_info,no_info
id_3643,"['Breakfast', 'Brunch', 'Lunch', 'Dinner']","Via Ciamarra 164, 00173 Rome Italy","['41.8521495', '12.5910723']",no_info,no_info
id_3531,no_info,"Viale Monte Nero 6 Primo piano, 20135 Milan Italy","['45.4529459', '9.2031708']",1053.0,526.0
id_2767,"['Lunch', 'Dinner']","62 rue des Entrepreneurs Quartier Beaugrenelle, 75015 Paris France","['48.8453093', '2.2884362']",no_info,no_info
id_653,no_info,"1 Place Bellecour, 69002 Lyon France","['45.7589419', '4.8309619']",1248.0,294.0
id_38,"['Lunch', 'Dinner']","7-8 Park Place St James's Hotel And Club, London SW1A 1LS England","['51.5061587', '-0.1402803']",9719.0,3581.0
id_2232,no_info,"Schlosstrasse 33, 14059 Berlin Germany","['52.5121782', '13.2975439']",877.0,351.0
id_2118,['Dinner'],"15 Roslagsgatan, Stockholm 113 55 Sweden","['59.3465344', '18.059412']",no_info,no_info
id_8461,"['Late Night', 'Drinks']","74 Upper Street, London N1 0NY England","['51.5361875', '-0.1037453']",716.0,205.0
id_2794,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_563,"['Lunch', 'Dinner', 'Late Night']","15 rue Marbeuf, 75008 Paris France","['48.8681066', '2.3027918']",no_info,no_info
id_3640,no_info,"Brunsbuetteler Damm 317, 13591 Berlin Germany","['52.53243', '13.14882']",no_info,no_info
id_13554,"['Lunch', 'Brunch']","1 Oree du Bois de Vincennes, 75012 Paris France","['48.8429063', '2.4221006']",no_info,no_info
id_233,no_info,"18 rue Eugene Sue, 75018 Paris France","['48.8910288', '2.3471354']",8772.0,2632.0
id_1890,no_info,"Frohmestr. 16, 22457 Hamburg Germany","['53.63456', '9.91877']",no_info,no_info
id_12281,"['Lunch', 'Dinner']","14-16 Creechurch Lane Unit A, Thomas Tower, Dalston Square, London EC3A 5AY England","['51.5337397', '-0.07507535']",no_info,no_info
id_36,no_info,"Barcastr. 8, 22087 Hamburg Germany","['53.5621241', '10.0170615']",2456.0,702.0
id_3014,"['Lunch', 'Dinner']","Za Cernym mostem 17, Prague Czech Republic","['50.11143', '14.5553214']",no_info,no_info
id_697,"['Lunch', 'Dinner', 'Late Night']","13 rue de l’Ancienne Comédie, 75006 Paris France","['48.8529913', '2.3387975']",no_info,no_info
id_1345,no_info,"Boulevard de la Woluwe 70, Woluwe-Saint-Lambert, Brussels 1200 Belgium","['50.844621', '4.437103']",no_info,no_info
id_622,"['Lunch', 'Dinner']","Lange Gasse 40, Vienna 1080 Austria","['48.2105614', '16.3519177']",no_info,no_info
id_5,"['Lunch', 'Dinner', 'Late Night']","127 Ledbury Road, London W11 2AQ England","['51.516665', '-0.20009']",6139.0,4604.0
id_1101,"['Lunch', 'Dinner']","Grosse Elbstr. 96, 22767 Hamburg Germany","['53.5442695', '9.9467375']",no_info,no_info
id_2728,no_info,"16 avenue de Villiers, 75017 Paris France","['48.8820075', '2.3141215']",3070.0,877.0
id_2932,no_info,"65 Fernhead Road, London W9 3EY England","['51.5282144', '-0.2010819']",1842.0,818.0
id_801,no_info,"Kreuzstrasse 26, Zurich 8008 Switzerland","['47.3628231', '8.5491952']",1818.0,1423.0
id_2246,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","45 avenue Albert Einstein, 69100 Villeurbanne France","['45.7841722', '4.8875376']",3509.0,877.0
id_846,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_7767,"['Lunch', 'Dinner']","28 Heritage Avenue Beaufort Park, London NW9 5GE England","['51.5954353', '-0.2431434']",no_info,no_info
id_723,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1867,no_info,"Place Victor Hortaplein 32, Brussels 1060 Belgium","['50.8364996', '4.3338495']",no_info,no_info
id_1291,"['Breakfast', 'Lunch', 'Brunch', 'Drinks', 'Dinner']","Jungmannovo namesti 751/19 Prague 1, Prague 110 00 Czech Republic","['50.0826223', '14.4237936']",no_info,no_info
id_345,no_info,"Via Portuense 519, 00149 Rome Italy","['41.8596764', '12.4513695']",439.0,263.0
id_1744,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_692,no_info,"54 Damrak, 1012 LL Amsterdam The Netherlands","['52.3752878', '4.8954597']",17545.0,1053.0
id_12560,['Dinner'],"24 rue Rene Boulanger, 75010 Paris France","['48.8684644', '2.3622751']",no_info,no_info
id_1347,"['Lunch', 'Dinner', 'Late Night']","41 rue Saint Andre des Arts, 75006 Paris France","['48.8533032', '2.3410216']",no_info,no_info
id_1516,"['Lunch', 'Dinner', 'Late Night']","Calle Marques de Cubas 8, 28014 Madrid Spain","['40.4170364', '-3.6956617']",no_info,no_info
id_4719,['Lunch'],"Viale Famagosta 75, 20142 Milan Italy","['45.4378949', '9.1672205']",no_info,no_info
id_9142,['Dinner'],"118 rue Mouffetard, 75005 Paris France","['48.8403231', '2.3497073']",no_info,no_info
id_7211,"['Breakfast', 'Brunch', 'Lunch']","87 rue la Fayette, 75009 Paris France","['48.8771761', '2.3482337']",no_info,no_info
id_171,no_info,"Kastanienallee 33, 10435 Berlin Germany","['52.5367296', '13.407461']",734.0,147.0
id_12448,no_info,"93 boulevard de Strasbourg, 75010 Paris France","['48.8761093', '2.3574469']",no_info,no_info
id_5947,"['Lunch', 'Dinner', 'Late Night']","1-2 Station Buildings Uxbridge Road Station Buildings, Ealing Common, London W5 3NU England","['51.510225', '-0.287936']",5115.0,3069.0
id_3593,"['Lunch', 'Dinner']","Calle K s/n, en el Hotel ALFA Aeropuerto, Barcelona Spain","['38.4304521', '-96.2027099']",1101.0,147.0
id_7590,no_info,"126 avenue Parmentier, 75011 Paris France","['48.8681837', '2.3726737']",1754.0,702.0
id_271,no_info,"Noerrebrogade 160, Copenhagen 2200 Denmark","['55.695761', '12.54691']",566.0,330.0
id_293,"['Breakfast', 'Drinks', 'Lunch', 'Dinner']","Via Santa Radegonda 1 Via San Raffaele, 2, 20121 Milan Italy","['45.4653622', '9.1915099']",7018.0,2193.0
id_1568,no_info,"Rothestr. 21, 22765 Hamburg Germany","['53.5475208', '9.9288613']",no_info,no_info
id_4884,no_info,"Plaza de San Cayetano 3, 28005 Madrid Spain","['40.4091924', '-3.7066494']",no_info,no_info
id_1060,['Lunch'],"24 Norrtullsgatan, Stockholm 113 45 Sweden","['59.3480105', '18.0461267']",no_info,no_info
id_3320,no_info,"Via Giuseppe Allievo 47, 00135 Rome Italy","['41.9396643', '12.4263417']",1316.0,439.0
id_5587,"['Lunch', 'Dinner']","Placa d'Osca, 10, 08014 Barcelona Spain","['41.3762019', '2.1385879']",3070.0,1316.0
id_1200,"['Dinner', 'Lunch']","Rue Eugene Cattoir 1, Brussels 1050 Belgium","['50.8208667', '4.3865541']",2456.0,790.0
id_2418,"['Lunch', 'Dinner']","Piazza Grecia 3, Rome Italy","['41.9331285', '12.4742643']",no_info,no_info
id_22,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","street Poznańska 16 Poznańska 16, Warsaw 00-680 Poland","['52.2252464', '21.01198485']",1320.0,364.0
id_2239,['Dinner'],"Calle Ferrer del Rio 7, 28028 Madrid Spain","['40.4343535', '-3.6722974']",no_info,no_info
id_545,no_info,"Vasileos Alexandrou 5-7, Athens Greece","['38.0069683', '23.6982707']",2203.0,734.0
id_1692,['Dinner'],"Via Dei Durantini 152 zona Monti Tiburtini, vicino ospedale Pertini, 00157 Rome Italy","['41.9138728', '12.542038']",no_info,no_info
id_132,['Lunch'],"66 Karlbergsvaegen, Stockholm 113 35 Sweden","['59.3425701', '18.032479']",877.0,439.0
id_1495,no_info,"Hötorget, Stockholm 111 57 Sweden","['59.3346697', '18.0630086']",no_info,no_info
id_3232,"['Dinner', 'Lunch', 'Late Night']","Via Icilio Calzolari 1, 20142 Milan Italy","['45.4140796', '9.162896']",no_info,no_info
