Resraurant_id,meals,rest_adress,rest_coord,rub_max,rub_min
id_2851,"['Lunch', 'Dinner']","158 Hauptstraze, 10827 Berlin Germany","['52.48962', '13.36003']",no_info,no_info
id_2406,"['Lunch', 'Dinner', 'Late Night']","Viale Zara 87, 20159 Milan Italy","['45.4968599', '9.1947857']",no_info,no_info
id_890,"['Breakfast', 'Lunch', 'Dinner']","Rennweg 4, Zurich 8001 Switzerland","['47.37244', '8.5401776']",no_info,no_info
id_2233,"['Lunch', 'Dinner']","13-15 Hoetorget Haymarket by Scandic, Stockholm 111 57 Sweden","['59.3346972', '18.0615403']",no_info,no_info
id_6090,"['Lunch', 'Dinner', 'Late Night']","49 Monument Street, London EC3R 8BU England","['51.5094925', '-0.084064']",4189.0,4189.0
id_874,no_info,"Teligi 34, Krakow Poland","['50.0158162', '20.0121062']",no_info,no_info
id_3705,no_info,"323 Portobello Road, London W10 5SY England","['51.5209059', '-0.2095311']",3307.0,2278.0
id_469,"['Lunch', 'Dinner']","Paul-Lincke-Ufer 45, 10999 Berlin Germany","['52.4965366', '13.4204505']",no_info,no_info
id_2944,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1188,no_info,no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_6032,['Breakfast'],"Gleimstrasse 23, 10437 Berlin Germany","['52.5473325', '13.4110396']",no_info,no_info
id_580,no_info,"Namestie SNP 1, Bratislava Slovakia","['48.145838', '17.1086163']",no_info,no_info
id_4999,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2243,"['Lunch', 'Brunch', 'Late Night', 'Drinks']","1 Nybrogatan, Stockholm 114 34 Sweden","['59.3334122', '18.0760818']",4042.0,294.0
id_2793,no_info,"Via di Torrevecchia 615, 00168 Rome Italy","['41.9219166', '12.4112669']",967.0,439.0
id_7425,"['Late Night', 'Drinks']","Calle Corsega 253 Entre la c/ Aribau y la c/ Enrique Granados, 08036 Barcelona Spain","['42.18061055', '9.0473865']",1837.0,514.0
id_1033,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","63/64 O'Connell Street, Dublin Ireland","['56.4455488', '60.45225015']",no_info,no_info
id_4082,no_info,"Czeminskistr. 10, 10829 Berlin Germany","['52.4880765', '13.36415']",1494.0,264.0
id_820,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","Linke Wienzeile 4, Vienna 1060 Austria","['48.1999122', '16.3649333']",no_info,no_info
id_15646,"['Breakfast', 'Lunch', 'Brunch']","60 Holmes Road Queen Elizabeth Olympic Park, London NW5 3AQ England","['51.54633465', '-0.0771191']",no_info,no_info
id_3038,['Dinner'],"Rua Gilberto Rola 20, Lisbon 1350-155 Portugal","['38.7052491', '-9.1722678']",no_info,no_info
id_9466,no_info,"58 Passage Choiseul, 75002 Paris France","['48.8681543', '2.3356494']",no_info,no_info
id_1615,"['Lunch', 'Dinner', 'Drinks']","Carrer de Sardenya, 404 A tan sólo 5 minutos de Sagrada Familia y 20 del Parc Güell, 08025 Barcelona Spain","['41.4108554', '2.16058015']",4393.0,2197.0
id_2089,no_info,"Via Giuseppe Govone 23 Piazza Diocleziano, 20155 Milan Italy","['45.4890947', '9.1674458']",3515.0,879.0
id_48,no_info,"Via Baccina 42, 00184 Rome Italy","['41.894807', '12.4897611']",1054.0,439.0
id_815,no_info,"Dobrentei utca 22., Budapest 1013 Hungary","['47.4916211', '19.045207']",478.0,72.0
id_2936,no_info,"Avenida 25 de Abril 26 A Jardim da Radial, Lisbon 2620-186 Portugal","['38.8082243', '-9.1843238']",no_info,no_info
id_12307,"['Lunch', 'Dinner']","3 Heath Street Hampstead, London NW3 6TP England","['51.5552179', '-0.1785342']",no_info,no_info
id_266,no_info,"R. Miguel Bombarda, nº273-282, Porto 4050-377 Portugal","['41.1497946', '-8.620302']",3515.0,2197.0
id_1811,no_info,"Sachsentor 15, 21029 Hamburg Germany","['53.488431', '10.2128545']",1757.0,879.0
id_977,"['Lunch', 'Dinner']","Dachauer Str. 2, 80335 Munich, Bavaria Germany","['48.1417257', '11.5608011']",no_info,no_info
id_14,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","Etelaeesplanadi 1, Helsinki 00130 Finland","['60.1673771', '24.9503201']",no_info,no_info
id_2016,"['Breakfast', 'Lunch', 'Dinner']","Auenstr. 2, 80469 Munich, Bavaria Germany","['48.127907', '11.575913']",no_info,no_info
id_5131,"['Lunch', 'Breakfast', 'Dinner']","Calle Albasanz 2, 28037 Madrid Spain","['40.4348351', '-3.635105']",1757.0,1318.0
id_526,no_info,"Store Kongensgade 91, Copenhagen 1264 Denmark","['55.6864538', '12.5892058']",4667.0,768.0
id_1877,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_111,no_info,"2-8 High Street, Edinburgh EH1 1TB Scotland","['55.9505098', '-3.1843482']",no_info,no_info
id_4288,['Lunch'],"Via Borgogna 5, 20122 Milan Italy","['45.465962', '9.1989408']",no_info,no_info
id_12901,no_info,"7 Piazza Walk Leman Street, London E1 8FU England","['51.5135692', '-0.069105']",2565.0,615.0
id_4526,"['Dinner', 'Lunch', 'Late Night', 'Drinks']","9 rue de l Ambroisie, 75012 Paris France","['48.8340003', '2.3858864']",no_info,no_info
id_1556,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1182,no_info,"Noerre Alle 13, St., Tv, Copenhagen 2200 Denmark","['55.6923709', '12.5608559']",no_info,no_info
id_305,no_info,"37 Lower Camden St., Dublin 2 Ireland","['53.3343983', '-6.2650878']",1757.0,879.0
id_2024,no_info,"25 rue de Charonne, 75011 Paris France","['48.8533767', '2.3751638']",3075.0,1054.0
id_863,no_info,"St. Mary's Street, Edinburgh EH1 1SU Scotland","['55.9499931', '-3.1837417']",2425.0,1029.0
id_3360,"['Lunch', 'Dinner']","Via Alessio Baldovinetti 25, 00142 Rome Italy","['41.8324541', '12.4948928']",no_info,no_info
id_903,"['Lunch', 'Dinner', 'Brunch']","Calle de San Pedro N° 22, 28014 Madrid Spain","['40.4113081', '-3.6949075']",no_info,no_info
id_537,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","Calle Moratin 49, 28014 Madrid Spain","['40.4127102', '-3.6943565']",1757.0,879.0
id_945,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_7453,no_info,"C/ Virtut 11, 08012 Barcelona Spain","['56.06574185', '60.9751473']",no_info,no_info
id_2882,"['Late Night', 'Drinks']","Rue Henri Maus 19 Réouverture, Brussels 1000 Belgium","['50.8477135', '4.3499136']",no_info,no_info
id_3054,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4368,"['Lunch', 'Dinner']","Calle Labrador 12, 28005 Madrid Spain","['40.4018727', '-3.7018593']",no_info,no_info
id_3150,no_info,"Hahngasse 14, Vienna 1090 Austria","['48.2206694', '16.3654765']",no_info,no_info
id_2802,"['Lunch', 'Dinner']","Goetheho 25/105, Prague 16000 Czech Republic","[[], []]",no_info,no_info
id_5169,no_info,"Calle Vallehermoso 49, 28015 Madrid Spain","['40.4353329', '-3.7087072']",no_info,no_info
id_2074,no_info,"Slezska, 778/20, Prague Czech Republic","['49.662996', '18.6752476']",no_info,no_info
id_10381,no_info,"63 rue de Belleville, 75019 Paris France","['48.8734072', '2.3822142']",1054.0,703.0
id_12906,no_info,"132 Green Street, London E7 8JQ England","['51.5432071', '0.0323126']",no_info,no_info
id_1907,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_254,no_info,"51 rue Merciere, 69002 Lyon France","['45.7623456', '4.8329623']",2197.0,527.0
id_1993,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2256,no_info,"1031 Finchley Road, London NW11 7ES England","['51.5794996', '-0.1984082']",4616.0,1744.0
id_686,"['Lunch', 'Dinner']","Avenue Sleeckx 68, Schaerbeek, Brussels 1030 Belgium","['50.8741601', '4.3815122']",no_info,no_info
id_1328,"['Lunch', 'Dinner', 'Late Night']","Via Cesare da Sesto 7, 20123 Milan Italy","['45.4574758', '9.1728709']",3013.0,1029.0
id_685,no_info,"ul. Aleje Jerozolimskie 33, Warsaw 00-511 Poland","['52.2301031', '21.0139708']",1470.0,367.0
id_373,no_info,"Eipprova ulica 19, Ljubljana 1000 Slovenia","['46.0431233', '14.5035187']",no_info,no_info
id_994,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1968,no_info,"Operngasse 4, Vienna 1010 Austria","['48.2036282', '16.3681734']",no_info,no_info
id_2468,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1004,"['Lunch', 'Dinner']","Kazinczy u. 52/b, Budapest Hungary","['47.4993308', '19.0606067']",no_info,no_info
id_7153,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_605,"['Lunch', 'Drinks']","Mannerheimintie 13 e, Helsinki 00100 Finland","['60.1756992', '24.9336092']",no_info,no_info
id_963,"['Lunch', 'Dinner', 'Late Night']","Corso Lodi 107, 20139 Milan Italy","['45.4418774', '9.2208624']",no_info,no_info
id_4501,no_info,"Pasaje Posoltega Num 4 Local 5, 08030 Barcelona Spain","['41.4412674', '2.198769']",955.0,441.0
id_2443,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1665,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_323,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","Calcada do Duque 39, Lisbon 1200-155 Portugal","['38.7133328', '-9.142154']",no_info,no_info
id_869,"['Lunch', 'Dinner']","Muro dos Bacalhoeiros 122, Porto 4050-080 Portugal","['41.1401707', '-8.6148366']",no_info,no_info
id_6936,no_info,"8-10 Exmouth Market, London EC1R 4QA England","['51.5251968', '-0.1100714']",7181.0,1026.0
id_1579,no_info,"Via Bartolomeo Diaz, 36, 00154 Rome Italy","['41.869728', '12.4906641']",3075.0,1054.0
id_1149,"['Lunch', 'Dinner']","Calle San Bernardo 85, 28015 Madrid Spain","['40.4284442', '-3.7063373']",no_info,no_info
id_12495,no_info,"19 rue d Amsterdam, 75008 Paris France","['48.8775513', '2.3267593']",no_info,no_info
id_871,"['Lunch', 'Dinner']","Via Pellegrino Rossi 28 Golden Square Duck, 20161 Milan Italy","['45.5091352', '9.1772195']",no_info,no_info
id_1498,['LunchDinner Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_199,"['Lunch', 'Dinner', 'Breakfast', 'Late Night']","1 Park Drai Eechelen 10 Rue Fort Thuengen, Melia Luxembourg, Luxembourg City 1499 Luxembourg","['49.617312', '6.1417785']",no_info,no_info
id_1468,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","Birmensdorferstrasse 83, Zurich 8003 Switzerland","['47.3708213', '8.5239505']",1745.0,555.0
id_1856,"['Breakfast', 'Lunch', 'Dinner']","Theresienstr. 35a, 80333 Munich, Bavaria Germany","['48.1482151', '11.5741175']",no_info,no_info
id_1041,"['Breakfast', 'Lunch']","24 Skeppsbron SE- 111 30, Stockholm 111 30 Sweden","['59.324491', '18.0753233']",no_info,no_info
id_1394,no_info,"8 Fitzmaurice Road, Dublin Ireland","['53.3823633', '-6.2770427']",no_info,no_info
id_3303,"['Lunch', 'Dinner']","Calle Salou 12, 08014 Barcelona Spain","['41.3760411', '2.1377953']",no_info,no_info
id_522,"['Lunch', 'Breakfast', 'Dinner', 'Brunch']","Dohány utca 1/b., Budapest 1074 Hungary","['47.4955711', '19.0596682']",no_info,no_info
id_1672,"['Lunch', 'Breakfast', 'Dinner']","Pavlou 47 & Vasilis 2 Apostolou Pavlou 47, Athens 11851 Greece","['37.9756628', '23.7192844']",no_info,no_info
id_30,"['Lunch', 'Dinner']","route de Saint-Julien 143, Plan Les Ouates, Geneva 1228 Switzerland","['46.1682202', '6.117753']",no_info,no_info
id_1144,no_info,"Symfonii 1A, Warsaw 02-787 Poland","['52.1624995', '21.0337661']",no_info,no_info
id_1789,no_info,"Street San Marcos,26 Zona Chueca, 28004 Madrid Spain","['40.4212843', '-3.6982822']",2987.0,1054.0
id_7470,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1349,no_info,"Sofokli Venizelou 154 & G. Papandreou, Athens 13562 Greece","['38.0312849', '23.7239054']",no_info,no_info
id_6319,"['Lunch', 'Dinner']","Av del Litoral 36, 08005 Barcelona Spain","['41.3910964', '2.2020533']",5218.0,2646.0
id_268,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","6-8 East Essex Street, Dublin Dublin 2 Ireland","['53.3450458', '-6.2665728']",no_info,no_info
id_357,no_info,"Via Dei Bossi 2, 20121 Milan Italy","['45.4678512', '9.1867758']",3515.0,1054.0
id_5066,no_info,"21 rue d Ouessant, 75015 Paris France","['48.8499455', '2.2981605']",2425.0,1029.0
id_3260,['Late Night'],"Lipi 2556/3, Prague 193 00 Czech Republic","['50.1155455', '14.6113104']",no_info,no_info
id_911,['Dinner'],"Hammarby Slussvag 15, Stockholm Sweden","['59.3037382', '18.0721778']",no_info,no_info
id_1753,['Dinner'],"Hotorget 2-4 Stockholm, Stockholm Sweden","['59.3344985', '18.0635844']",no_info,no_info
id_241,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4049,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","Via Cerveteri 25/27 Re Di Roma, 00183 Rome Italy","['41.8814259', '12.5123598']",no_info,no_info
id_9027,"['Lunch', 'Dinner']","9 B boulevard du Montparnasse, 75006 Paris France","['48.8462337', '2.3183594']",no_info,no_info
id_7359,"['Lunch', 'Dinner']","113 Burnt Ash Road, London SE12 8RA England","['51.4511538', '0.0127197']",no_info,no_info
id_1716,"['Lunch', 'Dinner']","Unit 2C Charlestown Centre Saint Margaret's Road Charlestown Shopping Centre, Dublin D11 XK33 Ireland","['53.40380855', '-6.3030852']",no_info,no_info
id_159,no_info,"Avenida da Boavista - 1430 - Loja 1, Porto 4100-114 Portugal","['41.1603872', '-8.6402508']",2866.0,2278.0
id_675,"['Lunch', 'Breakfast', 'Dinner']","Einsteinova 18, Bratislava 851 01 Slovakia","['48.1330825', '17.1075306']",no_info,no_info
id_7011,no_info,"De Les Corts Catalanes 640, 08007 Barcelona Spain","['41.3898605', '2.1693763']",no_info,no_info
id_4062,no_info,"Calle Canarias 40, 28045 Madrid Spain","['40.4017453', '-3.6921666']",no_info,no_info
id_10157,['Dinner'],"10 Northfield Avenue West Ealing, London W13 9RJ England","['51.5056464', '-0.3197679']",2052.0,1026.0
id_403,"['Lunch', 'Dinner', 'Late Night']","174 Pembroke Rd, 1st floor, Ballsbridge, Dublin Ireland","['53.3299057', '-6.2322866']",no_info,no_info
id_8307,"['Lunch', 'Breakfast', 'Brunch']","5 Clerkenwell Road, London EC1M 5PA England","['51.5231711', '-0.0990261']",no_info,no_info
id_8166,no_info,"64 Lower Richmond Road Putney, London SW15 1LL England","['51.4676637', '-0.2204848']",no_info,no_info
id_514,"['Lunch', 'Dinner', 'Drinks', 'Late Night']","Calle Desengano 13, 28004 Madrid Spain","['40.4210241', '-3.7044462']",no_info,no_info
id_1684,"['Lunch', 'Dinner', 'Late Night']","Victoria Buildings 1-2 Haddington Road, Dublin D04 N1W6 Ireland","['53.3343007', '-6.244865']",no_info,no_info
id_592,no_info,"Halmtorvet 10, Copenhagen 1700 Denmark","['55.67105', '12.56125']",25724.0,12494.0
id_5137,"['Lunch', 'Dinner']","12 rue Theophile Roussel, 75012 Paris France","['48.85045', '2.3763306']",no_info,no_info
id_7284,"['Breakfast', 'Lunch', 'Dinner']","1 Beaumont Street, London W1G 6DF England","['51.5204094', '-0.1501883']",no_info,no_info
id_9772,"['Breakfast', 'Lunch', 'Dinner']","731 Romford Road, London E12 5AW England","['51.551287', '0.0486159']",no_info,no_info
id_322,"['Lunch', 'Dinner', 'Brunch']","69 Dame Street, Dublin D2 Ireland","['53.3442705', '-6.2657557']",no_info,no_info
id_427,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_40,no_info,"3 Lochrin Terrace Tollcross, Edinburgh EH3 9QJ Scotland","['55.9429988', '-3.204069']",3077.0,1026.0
id_5611,no_info,"860 High Road, London N12 9RH England","['51.6184221', '-0.1764431']",1470.0,735.0
id_14351,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_557,"['Lunch', 'Dinner']","Lange Reihe 50, 20099 Hamburg Germany","['53.5570861', '10.0109591']",no_info,no_info
id_758,no_info,"Eberswalder Str. 27, 10439 Berlin Germany","['52.5412959', '13.4110762']",1757.0,176.0
id_771,no_info,"62 rue Mazarine, 75006 Paris France","['48.8545626', '2.3379249']",4189.0,2425.0
id_1576,"['Lunch', 'Dinner']","Szondi utca 24, Budapest 1067 Hungary","['47.5097657', '19.0619921']",no_info,no_info
id_1903,no_info,"150 avenue Jean Jaures, 69150 Decines-Charpieu France","['45.769627', '4.949753']",no_info,no_info
id_1705,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.31576615', '29.2318649']",no_info,no_info
id_7608,"['Lunch', 'Dinner']","Calle Blanca de Castilla 5, 28023 Madrid Spain","['40.4654749', '-3.783793']",3075.0,1757.0
id_1827,"['Dinner', 'Late Night', 'Drinks']","Via Ennio Quirino Visconti 88, 00193 Rome Italy","['41.9069415', '12.4679566']",no_info,no_info
id_5889,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_997,"['Lunch', 'Dinner', 'Late Night']","Via di Monte d'Oro 17, 00186 Rome Italy","['41.9042915', '12.4770875']",no_info,no_info
id_926,no_info,"11th Luis Antunez Street, 08006 Barcelona Spain","['41.398349', '2.155277']",4393.0,2197.0
id_1084,['Lunch'],"26 rue de la Rize, 69003 Lyon France","['45.7564001', '4.8563706']",no_info,no_info
id_8593,no_info,"91 High Street Wimbledon, London SW19 5EG England","['51.4248023', '-0.2162558']",2565.0,1539.0
id_10356,no_info,"187-189 Chiswick High Road, London W4 2DR England","['51.4922467', '-0.2571862']",2205.0,1470.0
id_2228,no_info,"Na Pankraci 86, Prague 14000 Czech Republic","['50.0510235', '14.4394384']",no_info,no_info
id_6135,no_info,"Parkaue 35, 10367 Berlin Germany","['52.5169232', '13.4794034']",879.0,439.0
id_7183,"['Lunch', 'Dinner', 'Late Night']","56 rue de Bagnolet, 75020 Paris France","['48.8573554', '2.3991557']",1690.0,808.0
id_214,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","58-59 Fleet Street Temple Bar, Dublin Ireland","['53.3455406', '-6.261708']",no_info,no_info
id_934,"['Dinner', 'Lunch', 'Late Night']","Konstantinoupoleos 68 Gazi, Athens Greece","['37.979766', '23.7108794']",no_info,no_info
id_15679,no_info,"177 Brompton Road, London SW3 1NF England","['51.4982511', '-0.1656549']",no_info,no_info
id_3069,no_info,"Drahobejlova 1073/36, Prague Czech Republic","['50.1057949', '14.4903443']",no_info,no_info
id_2561,"['Lunch', 'Dinner']","New Town Vodickova 682, Prague Czech Republic","['50.0795592', '14.4231113']",no_info,no_info
id_158,no_info,no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2512,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1675,no_info,"Avenida Ribeira das Naus 16, Lisbon 1100-454 Portugal","['38.7067557', '-9.1422478']",1757.0,879.0
id_2055,"['Dinner', 'Lunch']","Bellamyplein 51, 1053 AT Amsterdam The Netherlands","['52.3670645', '4.8680713']",no_info,no_info
id_1760,no_info,"54 rue de Saintonge, 75003 Paris France","['48.8629998', '2.3640989']",no_info,no_info
id_2601,"['Lunch', 'Dinner']","68 rue Quincampoix, 75003 Paris France","['48.8619', '2.3510092']",no_info,no_info
id_6852,"['Breakfast', 'Lunch', 'Dinner']","Calle de Jose del Pino 9, 28021 Madrid Spain","['40.3508153', '-3.6912477']",no_info,no_info
id_580,"['Breakfast', 'Brunch', 'Lunch']","Oester Farimagsgade 16A, Copenhagen 2100 Denmark","['55.6904126', '12.5755144']",no_info,no_info
id_1808,"['Breakfast', 'Lunch', 'Dinner']","Heegbarg 31, 22391 Hamburg Germany","['53.6543125', '10.0907069']",no_info,no_info
id_14386,"['Lunch', 'Dinner', 'Late Night']","79 Brick Lane, London E1 6QL England","['51.5202245', '-0.0719604']",no_info,no_info
id_441,"['Lunch', 'Dinner', 'Breakfast']","route du Mandement 15, Meyrin, Geneva 1217 Switzerland","['46.2292897', '6.0622832']",no_info,no_info
id_3753,"['Dinner', 'Lunch']","Stargarder Str. 50, 10437 Berlin Germany","['52.5440754', '13.4243528']",no_info,no_info
id_633,no_info,"Via Antonio Fogazzaro 9, 20135 Milan Italy","['45.4583085', '9.2076614']",2021.0,1318.0
id_16199,"['Lunch', 'Dinner']","324 Burdett Road, London E14 7DL England","['51.512476', '-0.0280711']",no_info,no_info
id_2620,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2792,"['Lunch', 'Dinner']","Na louzhi 867/14, Prague 101 00 Czech Republic","['50.0647327', '14.4584477']",no_info,no_info
id_101,"['Lunch', 'Dinner', 'Late Night']","Kalevankatu 6 00100, Helsinki 00100 Finland","['60.1675621', '24.9389997']",no_info,no_info
id_1547,"['Lunch', 'Dinner', 'Brunch']","Oostelijke Handelskade 4, 1019 BM Amsterdam The Netherlands","['52.3749313', '4.9303094']",no_info,no_info
id_18,"['Lunch', 'Dinner', 'Drinks']","141 Baggot Street Lower, Dublin D02 KP64 Ireland","['53.3377986', '-6.2527378']",7556.0,1318.0
id_14346,"['Lunch', 'Dinner']","62 Borough High Street, London SE1 1XF England","['51.5040665', '-0.0913456']",no_info,no_info
id_2393,"['Lunch', 'Dinner', 'Late Night']","22 rue du Plateau, 75019 Paris France","['48.8781717', '2.3844148']",no_info,no_info
id_15402,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1767,no_info,"Via Enrico Stendhal 30, 20144 Milan Italy","['45.4524816', '9.1603617']",no_info,no_info
id_14512,"['Lunch', 'Dinner']","Eltham 4 Well Hall Road Eltham, London SE9 6SF England","['51.4512001', '0.0524534']",no_info,no_info
id_430,no_info,"ul. Sw. Tomasza 7, Krakow 31-014 Poland","['50.0636706', '19.936766']",no_info,no_info
id_1228,"['Dinner', 'Late Night', 'Drinks']","Carrer de Manressa, No 4 08003, 08003 Barcelona Spain","['41.3833538', '2.1803206']",no_info,no_info
id_1473,['Dinner'],"40 Kungsholmsgatan, Stockholm 112 27 Sweden","['59.3321253', '18.0408834']",1690.0,588.0
id_4455,"['Lunch', 'Dinner']","Romain-Rolland-Str. 66-68, 13089 Berlin Germany","['52.5682165', '13.4397799']",no_info,no_info
id_2727,no_info,"Johann Meyer Strasse 58, 21031 Hamburg Germany","['53.49009', '10.20654']",no_info,no_info
id_8562,"['Lunch', 'Dinner']","2 rue Saint Nicolas, 75012 Paris France","['48.8500986', '2.373923']",no_info,no_info
id_2484,"['Lunch', 'Dinner']","Calle Vallehermoso 74, 28015 Madrid Spain","['40.4376635', '-3.7081529']",no_info,no_info
id_319,"['Lunch', 'Dinner']","Widok 16, Warsaw 02-555 Poland","['52.2313017', '21.0139294']",no_info,no_info
id_1746,no_info,"Plinganserstrasse 6, 81369 Munich, Bavaria Germany","['48.1218173', '11.5406082']",3602.0,2109.0
id_1974,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","47 rue Saint Maur, 75011 Paris France","['48.8618575', '2.380278']",no_info,no_info
id_374,"['Lunch', 'Dinner', 'Late Night']","Rua da Palmeira 15, Lisbon 1200-311 Portugal","['38.7147489', '-9.1490892']",no_info,no_info
id_543,no_info,"pl. Nowy 9, Krakow 31-056 Poland","['50.0520312', '19.9447015']",no_info,no_info
id_17,no_info,"Via Dei Banchi Vecchi 48, 00186 Rome Italy","['41.8987', '12.4665354']",1230.0,703.0
id_7534,no_info,"Calle Ciudad Rodrigo 5, 28012 Madrid Spain","['40.4156892', '-3.7084449']",no_info,no_info
id_1504,"['Drinks', 'Lunch', 'Dinner']","Via di Settebagni 726 Uscita 9 Del Gra, 00138 Rome Italy","['41.9883941', '12.5178378']",1318.0,879.0
id_4974,no_info,"Via Ugo Foscolo 1, 20121 Milan Italy","['45.4655959', '9.1907933']",no_info,no_info
id_4348,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","1 Lower Richmond Road Mortlake, London SW14 7EZ England","['51.4693487', '-0.2686468']",2257.0,513.0
id_4217,no_info,"16 Curzon Street, London W1J 5HP England","['51.5068249', '-0.1481389']",3590.0,1539.0
id_66,no_info,"Zhidovska steza 2, Ljubljana 1000 Slovenia","['46.0485286', '14.504517']",967.0,791.0
id_12475,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_933,['Lunch'],"boulevard de la Cluse 91, Geneva 1205 Switzerland","['46.1946373', '6.1479709']",no_info,no_info
id_1651,"['Breakfast', 'Lunch', 'Dinner']","231 rue Marcel Merieux, 69007 Lyon France","['45.7306505', '4.8302203']",no_info,no_info
id_7272,['Drinks'],"4 Passey Place, London SE9 5DQ England","['51.4503892', '0.0536989']",no_info,no_info
id_130,no_info,"20 Young Street, Edinburgh EH2 4JB Scotland","['55.9527489', '-3.2059864']",1690.0,661.0
id_3998,"['Breakfast', 'Lunch', 'Dinner']","Stuttgarter Platz 3, 10627 Berlin Germany","['52.5060651', '13.3054161']",no_info,no_info
id_2265,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2721,no_info,"Waterlooplein, Amsterdam The Netherlands","['52.3677503', '4.9027389']",no_info,no_info
id_13830,no_info,"72 rue de Belleville, 75020 Paris France","['48.8734588', '2.3837485']",no_info,no_info
id_7667,"['Lunch', 'Dinner']","16 rue Ganneron, 75018 Paris France","['48.886369', '2.3275926']",1669.0,1230.0
id_14995,no_info,"25 Staplehurst Road, London SE13 5ND England","['51.4533041', '-4.686E-4']",no_info,no_info
id_4463,"['Lunch', 'Dinner', 'Late Night']","1 rue Gozlin, 75006 Paris France","['48.8533388', '2.3339588']",no_info,no_info
id_2711,"['Breakfast', 'Lunch', 'Dinner']","Via Giovanni Gentile 3, 20157 Milan Italy","['45.5095994', '9.1279065']",967.0,264.0
